submission_id,config,run_index,model_name,pipeline_version,overall,novelty,rigor,applicability,clarity,citation,input_tokens,output_tokens,evaluation_id,run_kind
OW9WUNZyCw,full_mini,0,gpt-5.4-mini,v6,59,66.0,46.0,57.0,56.0,80.0,186819,15836,ef0f60bc-d6c6-4448-a170-5fda903eb8a4,adhoc
jHDZEUgS4r,full_mini,0,gpt-5.4-mini,v6,67,58.0,74.0,69.0,78.0,84.0,354778,12633,530c5c06-52bb-4094-ae1c-f6de93f37bf7,adhoc
ypptmENxJn,full_mini,0,gpt-5.4-mini,v6,69,68.0,71.0,66.0,67.0,100.0,139920,11550,0afa1afb-8f5d-475b-a4e9-f7c1cba32c0b,adhoc
tp9y1547fH,full_mini,0,gpt-5.4-mini,v6,65,68.0,64.0,57.0,72.0,88.0,301229,15111,7d7b5521-12ff-4a10-8bda-aa57573d3784,adhoc
iSqOXQ7bCc,full_mini,0,gpt-5.4-mini,v6,60,58.0,62.0,56.0,65.0,80.0,189675,18047,afe1302d-07cb-4164-88e8-aa16e5002c96,adhoc
mkUJeg7rwA,full_mini,0,gpt-5.4-mini,v6,71,72.0,74.0,63.0,80.0,100.0,135667,12639,8c298821-85fa-498a-ac8d-b1cd5228fb5c,adhoc
KjgyAm383Z,full_mini,0,gpt-5.4-mini,v6,69,60.0,66.0,74.0,80.0,100.0,248825,13081,6ab8dc5e-e4ef-4e60-9cfe-0e647f3f4459,adhoc
M7TNf5J26u,full_mini,0,gpt-5.4-mini,v6,75,61.0,77.0,83.0,81.0,100.0,392875,15552,74dadc3d-f846-418a-a196-8c6004169607,adhoc
b8avf4F2hn,full_mini,0,gpt-5.4-mini,v6,72,72.0,71.0,68.0,79.0,100.0,132247,12944,c6625c9a-de8c-468c-bed8-7fadc2a17b6f,adhoc
cZrTMqYVL6,full_mini,0,gpt-5.4-mini,v6,67,70.0,67.0,58.0,75.0,100.0,181715,16384,3329ca2b-d85f-4d7f-9d13-58d5e011fee0,adhoc
fqehqG4WvL,full_mini,0,gpt-5.4-mini,v6,71,69.0,74.0,67.0,73.0,100.0,178687,15855,e782a329-cfea-45cc-9758-926ece9f056f,adhoc
r6Z3BXDrzO,full_mini,0,gpt-5.4-mini,v6,68,73.0,74.0,56.0,72.0,100.0,185640,12416,5be41a11-d1fd-42f0-95ea-7b5c11d698f3,adhoc
tfGuvCp50e,full_mini,0,gpt-5.4-mini,v6,49,57.0,49.0,34.0,52.0,100.0,133769,12365,379caa94-5301-4aec-8938-577eaa3a894c,adhoc
vxlTrWwY4y,full_mini,0,gpt-5.4-mini,v6,68,75.0,66.0,58.0,71.0,100.0,80854,17672,d8fb1d42-ba27-4102-8467-6eeaf10f8d37,adhoc
ogMxCjdCCq,full_mini,0,gpt-5.4-mini,v6,72,76.0,74.0,62.0,79.0,100.0,168929,11686,3da56f5c-1316-4112-a4ba-c587e93b0e7a,adhoc
u6DbnUgBDV,full_mini,0,gpt-5.4-mini,v6,64,57.0,66.0,62.0,75.0,100.0,92233,11285,6b64f8fa-bf26-45eb-9f81-2a3a435dd9e6,adhoc
0qFN7Ugt4k,full_mini,0,gpt-5.4-mini,v6,62,61.0,66.0,58.0,66.0,84.0,218622,16705,ef1e625c-da7a-42bb-813e-10fac7daa236,adhoc
ggpUdcR48R,full_mini,0,gpt-5.4-mini,v6,62,71.0,66.0,42.0,74.0,100.0,168691,11396,260ef37e-82f7-4c43-84d7-5e6f83dde382,adhoc
theeeNBSTG,full_mini,0,gpt-5.4-mini,v6,72,75.0,72.0,66.0,74.0,100.0,249795,15717,e4ebcbf3-d3c1-41a4-9da7-b381672821ae,adhoc
QAqDETCuJe,full_mini,0,gpt-5.4-mini,v6,58,57.0,61.0,53.0,64.0,80.0,104559,13091,f1d6f85f-253e-4e5e-b389-d1a629674112,adhoc
GpL66XgjjF,full_mini,0,gpt-5.4-mini,v6,67,73.0,71.0,56.0,74.0,88.0,246601,13126,04131ad3-0cd4-4784-97ff-343d17d5c06e,adhoc
0FJYicpOj0,full_mini,0,gpt-5.4-mini,v6,63,68.0,62.0,57.0,54.0,100.0,207648,15972,b86fe595-c714-448d-89ba-21f2ba648b33,adhoc
M5R7wW9CBm,full_mini,0,gpt-5.4-mini,v6,70,77.0,74.0,58.0,67.0,96.0,184381,10929,d3cce038-3130-4de6-8f19-160074e2ebad,adhoc
SVpw8RJL6c,full_mini,0,gpt-5.4-mini,v6,70,68.0,73.0,67.0,69.0,100.0,122792,19674,0245f71a-0ffe-4eb6-ad7b-b8bcbc4a604e,adhoc
gNOj6BknS0,full_mini,0,gpt-5.4-mini,v6,69,72.0,73.0,58.0,77.0,100.0,283850,21397,76452ce2-22fa-4272-b3f7-74c992b9d408,adhoc
pJgSBfExDn,full_mini,0,gpt-5.4-mini,v6,66,67.0,70.0,62.0,68.0,72.0,177356,11951,896a8282-ec8e-4e1b-adc1-80e3b32c90ea,adhoc
O1hfVE0UxG,full_mini,0,gpt-5.4-mini,v6,64,58.0,68.0,62.0,81.0,84.0,535811,13366,410731ab-637a-4b74-a324-885b8401a26c,adhoc
KQPoMbxInu,full_mini,0,gpt-5.4-mini,v6,69,66.0,73.0,68.0,67.0,88.0,197849,13516,2af988c5-f9ca-489f-9e82-6e6f6cc19057,adhoc
00HNN8O7Ni,full_mini,0,gpt-5.4-mini,v6,71,73.0,71.0,63.0,80.0,100.0,119209,9023,0cc32401-8e75-4a10-9300-3d8993db4285,adhoc
C0NdeKlyIt,full_mini,0,gpt-5.4-mini,v6,61,57.0,61.0,59.0,63.0,100.0,85283,10147,bcac9a8d-e7a3-4739-9a8d-eb9eec49a56d,adhoc
aFukqpdsVJ,full_mini,0,gpt-5.4-mini,v6,57,68.0,60.0,38.0,64.0,84.0,91818,12775,c9d1f1eb-97a7-4b45-8ec0-d71b3a6569df,adhoc
2TTQjRkgFn,full_mini,0,gpt-5.4-mini,v6,73,77.0,80.0,64.0,72.0,96.0,388795,16076,1c182de9-94b5-42d5-9936-b864780caf33,adhoc
ycxzArIvgF,full_mini,0,gpt-5.4-mini,v6,71,68.0,75.0,67.0,72.0,100.0,205631,15454,e131756c-507c-4f1f-96c1-3f220a50b66c,adhoc
c6XIVI3TiQ,full_mini,0,gpt-5.4-mini,v6,69,62.0,71.0,70.0,76.0,88.0,256699,14380,17100d66-4c67-4afd-a056-c62948205e35,adhoc
zWb7ueH16c,full_mini,0,gpt-5.4-mini,v6,71,60.0,74.0,76.0,79.0,100.0,189038,13811,c1b2932f-01de-45fa-9c99-2cc4a728cfd4,adhoc
hRDlSKJUe2,full_mini,0,gpt-5.4-mini,v6,68,66.0,61.0,69.0,72.0,100.0,153808,16356,8919cdb9-9f69-4b68-9591-19c4a1f4c2d8,adhoc
E1hbqtHrvg,full_mini,0,gpt-5.4-mini,v6,63,58.0,73.0,59.0,80.0,72.0,190954,14333,602c122b-df37-42af-acbc-3321ff2697b4,adhoc
ahcb5auRmy,full_mini,0,gpt-5.4-mini,v6,67,73.0,67.0,58.0,74.0,84.0,95572,14221,83c008ef-9d5a-4f02-9c18-447e7d979990,adhoc
haVf5e4Q6C,full_mini,0,gpt-5.4-mini,v6,69,72.0,72.0,58.0,78.0,100.0,216040,15000,d2eda82d-020e-4b89-943c-890e2d54eaf5,adhoc
aWiC2e2wjK,full_mini,0,gpt-5.4-mini,v6,58,56.0,61.0,53.0,67.0,84.0,160497,17354,dc390721-d0de-4d2b-a54d-0cd495cf32f6,adhoc
LrFCmRuKwc,full_mini,0,gpt-5.4-mini,v6,68,63.0,73.0,68.0,72.0,88.0,384758,17537,5b58b69c-ebae-42fb-bca5-822bf033f8be,adhoc
ORKhJBFepG,full_mini,0,gpt-5.4-mini,v6,68,72.0,71.0,58.0,70.0,100.0,121508,16480,f3ff4751-59ce-497a-89e2-314587558586,adhoc
n8reuo0wFj,full_mini,0,gpt-5.4-mini,v6,59,61.0,57.0,53.0,68.0,84.0,177798,13503,9929ff7a-3b36-4bb5-ac6d-e99fb55a498b,adhoc
7WPJ0EgPdW,full_mini,0,gpt-5.4-mini,v6,73,73.0,75.0,70.0,77.0,88.0,322969,13748,185a571c-2551-44f6-87c8-09404896c0bc,adhoc
uLOZyM12LJ,full_mini,0,gpt-5.4-mini,v6,62,58.0,72.0,55.0,71.0,100.0,228543,9929,9a239be3-64f5-417b-b91a-4598f2122087,adhoc
cPCGB402ff,full_mini,0,gpt-5.4-mini,v6,68,60.0,74.0,67.0,77.0,92.0,213296,13239,70bf60b1-e64f-496a-bb75-ae83e34e93dd,adhoc
TLSUIyBIfs,full_mini,0,gpt-5.4-mini,v6,72,84.0,77.0,55.0,67.0,100.0,246391,12116,90c07ef2-398f-48ea-a7d7-c97b145668a8,adhoc
yADIMxHaXW,full_mini,0,gpt-5.4-mini,v6,44,45.0,42.0,40.0,43.0,84.0,111725,16043,fc3a3910-379f-43be-aced-052cca4e263f,adhoc
7PVPfFHpdS,full_mini,0,gpt-5.4-mini,v6,66,57.0,68.0,66.0,79.0,100.0,125986,13946,f5b9f193-a8f5-466a-85e0-8f4178d88079,adhoc
zrCGvLOrTL,full_mini,0,gpt-5.4-mini,v6,72,60.0,79.0,73.0,84.0,100.0,172377,14240,d95ec55c-7931-4d88-a897-f0a0affaded7,adhoc
vycvHlBzGP,full_mini,0,gpt-5.4-mini,v6,72,72.0,68.0,72.0,67.0,100.0,177095,16086,33ce2071-4078-49ff-9e32-67741522c545,adhoc
kZcMgjhThv,full_mini,0,gpt-5.4-mini,v6,66,58.0,68.0,72.0,78.0,48.0,194144,14099,89c04d1b-b042-4993-b6a4-dd31e720e991,adhoc
t38nZqqi3Z,full_mini,0,gpt-5.4-mini,v6,74,74.0,78.0,67.0,82.0,88.0,271015,18797,db83ffff-653d-4af5-83aa-afa938a11717,adhoc
LoPF9Zl7ic,full_mini,0,gpt-5.4-mini,v6,73,68.0,74.0,72.0,76.0,100.0,189792,10318,a2ef3f41-4922-4ac4-8eae-6943eaea4af3,adhoc
terdVfnoc5,full_mini,0,gpt-5.4-mini,v6,65,67.0,68.0,58.0,72.0,88.0,218414,12327,c017ed33-46fa-4115-b96d-1a8628d4494e,adhoc
7tIrPuZRVH,full_mini,0,gpt-5.4-mini,v6,54,62.0,49.0,46.0,58.0,72.0,308348,12166,ba37a521-e03e-4ee5-bdd1-621a3f07018f,adhoc
Xzr1Xjtyn2,full_mini,0,gpt-5.4-mini,v6,65,61.0,70.0,59.0,76.0,100.0,165946,15290,ca054f05-150b-4742-86e7-598065cb4a7f,adhoc
Azsd2qyK6C,full_mini,0,gpt-5.4-mini,v6,72,66.0,76.0,71.0,76.0,100.0,160515,11854,4823b8ce-2de9-4c4f-8cef-c7317ec55246,adhoc
GgTd30mNzw,full_mini,0,gpt-5.4-mini,v6,66,57.0,74.0,64.0,77.0,100.0,607288,13918,772df05f-7d0b-4412-a5db-a48dc5a50073,adhoc
v3ejhJxT1W,full_mini,0,gpt-5.4-mini,v6,77,77.0,73.0,74.0,82.0,100.0,131908,16187,a784d469-2456-41c1-875d-7ae508081ea7,adhoc
VJZ56DDkin,full_mini,0,gpt-5.4-mini,v6,62,67.0,60.0,56.0,55.0,100.0,245889,13308,98739a6c-8ecc-466a-9998-cc9c8913d0bf,adhoc
0xE0kNdGIz,full_mini,0,gpt-5.4-mini,v6,76,75.0,73.0,77.0,74.0,96.0,356684,16390,385889f3-cfa5-4fc8-afff-2959d904596b,adhoc
9N4Ps9Psfr,full_mini,0,gpt-5.4-mini,v6,71,63.0,71.0,77.0,76.0,88.0,277585,13798,c3601db1-e3e8-42a9-ac7e-bea641584bef,adhoc
OHSXtOwKwI,full_mini,0,gpt-5.4-mini,v6,73,68.0,77.0,72.0,83.0,84.0,212388,14420,918e7fa5-c6d6-4182-910e-6b7149fd1fd2,adhoc
knc1y6jkTL,full_mini,0,gpt-5.4-mini,v6,72,72.0,71.0,69.0,67.0,100.0,142565,15154,8c2b6bd0-bf4b-4617-a7af-edb00f1ae854,adhoc
y4nkSIOX8L,full_mini,0,gpt-5.4-mini,v6,75,76.0,75.0,71.0,80.0,100.0,98670,18043,52f45f9a-2a99-4c76-b6eb-7037401f9e83,adhoc
Yxz92UuPLQ,full_mini,0,gpt-5.4-mini,v6,81,88.0,90.0,68.0,78.0,100.0,111833,13269,e46c94d9-4b95-4812-927d-b92204a4fc37,adhoc
msiN4D6F2A,full_mini,0,gpt-5.4-mini,v6,72,71.0,76.0,69.0,73.0,84.0,258039,17908,b2a90d1f-79c5-42a7-b768-a8ea2a1a07a7,adhoc
BjYJKqyCCa,full_mini,0,gpt-5.4-mini,v6,64,63.0,71.0,57.0,69.0,100.0,180478,18612,35115c9c-418f-4ec4-a926-23a43ed0cb15,adhoc
VHdF91MvJq,full_mini,0,gpt-5.4-mini,v6,68,73.0,66.0,58.0,73.0,100.0,154767,13813,091bd102-591a-420d-a9c9-4d4629faa133,adhoc
xc6uGzNNVe,full_mini,0,gpt-5.4-mini,v6,65,68.0,61.0,62.0,59.0,100.0,149608,14389,146cb042-2c35-4408-bb2f-b281865c002c,adhoc
3VdSuh3sie,full_mini,0,gpt-5.4-mini,v6,73,72.0,75.0,71.0,72.0,100.0,325174,11775,3097a8c6-b1af-4637-82c4-e8fa650a63fc,adhoc
2ius36JQUJ,full_mini,0,gpt-5.4-mini,v6,71,72.0,75.0,63.0,77.0,100.0,202795,12389,2b400f5a-9df2-4074-ab82-84f6e40dd1d1,adhoc
cP9ciYglnI,full_mini,0,gpt-5.4-mini,v6,67,63.0,72.0,62.0,80.0,96.0,248682,14330,2934088e-73f3-449b-9945-30fc47f7c82e,adhoc
dTWfCLSoyl,full_mini,0,gpt-5.4-mini,v6,73,77.0,71.0,68.0,72.0,100.0,119646,17425,1a169807-48f7-44f6-951c-8156f32fbda4,adhoc
sSfep4udCb,full_mini,0,gpt-5.4-mini,v6,66,67.0,72.0,58.0,72.0,88.0,163956,15255,c8f00af6-dbb3-4a67-9bb7-c6f757cc9f6d,adhoc
uMq2N8hJK4,full_mini,0,gpt-5.4-mini,v6,67,67.0,72.0,57.0,76.0,100.0,173070,10892,7fc4889d-746c-4ea3-9b53-3e4d959b18c7,adhoc
YJvaggCvdK,full_mini,0,gpt-5.4-mini,v6,55,56.0,52.0,48.0,60.0,100.0,88704,15968,0cc618d8-f0a2-4cf4-9dcb-7fed7dbb9f4e,adhoc
4nLvUk8edu,full_mini,0,gpt-5.4-mini,v6,72,72.0,73.0,66.0,78.0,100.0,180716,15858,b7fa8015-3cb0-413a-9f8d-0144cade7cff,adhoc
EhqJWMSElB,full_mini,0,gpt-5.4-mini,v6,61,58.0,66.0,55.0,73.0,100.0,145948,12314,3935a458-a53b-404d-b3b2-b3b29d87a887,adhoc
b4C3zAzRgH,full_mini,0,gpt-5.4-mini,v6,70,61.0,74.0,71.0,84.0,100.0,327772,13390,54e52892-bd66-49ee-893b-4b046ebe593e,adhoc
jBSye8M3FQ,full_mini,0,gpt-5.4-mini,v6,65,66.0,67.0,57.0,71.0,100.0,184120,14223,13a156de-23f9-418d-a8cf-9680e8fc956a,adhoc
Wo9fI4QZGP,full_mini,0,gpt-5.4-mini,v6,63,66.0,60.0,58.0,67.0,72.0,182907,13181,1d2ef387-9a6e-49e6-a93e-943e8f73e8c1,adhoc
JV5X6mhhrm,full_mini,0,gpt-5.4-mini,v6,53,58.0,47.0,42.0,60.0,100.0,110986,10877,50082da3-c79c-46da-9f4e-6bd5c911adab,adhoc
jh2Ffu97vS,full_mini,0,gpt-5.4-mini,v6,72,77.0,82.0,58.0,74.0,96.0,368323,12746,0e123216-5369-45e6-a32c-b7a87bc36b27,adhoc
0xiPcuWdl5,full_mini,0,gpt-5.4-mini,v6,64,57.0,68.0,64.0,72.0,96.0,617189,15008,6b4afb98-a2b3-4d3c-b4b9-10ca336e35f2,adhoc
wwA0X3UfAn,full_mini,0,gpt-5.4-mini,v6,71,72.0,70.0,64.0,79.0,100.0,113184,17012,f4649b1f-a422-4598-89f7-10a6e5e7d5e4,adhoc
T0EiEuhOOL,full_mini,0,gpt-5.4-mini,v6,72,74.0,71.0,68.0,70.0,100.0,130734,16897,9c47e415-a57e-44c2-bba6-de4947fa0c4b,adhoc
kZHSvETWdi,full_mini,0,gpt-5.4-mini,v6,72,62.0,79.0,73.0,79.0,100.0,118033,11620,c7d8ccd3-d3d2-4488-9298-08328e35c30e,adhoc
2EQPpEZtEK,full_mini,0,gpt-5.4-mini,v6,67,72.0,68.0,58.0,67.0,84.0,100028,14420,9d3cc525-a385-46c9-bfa2-f27c8250a758,adhoc
m6Hv0yZO3n,full_mini,0,gpt-5.4-mini,v6,72,74.0,77.0,61.0,82.0,100.0,213086,19075,9421682b-e921-4521-99f9-f587bc3bfaeb,adhoc
p6l1A7b5Xe,full_mini,0,gpt-5.4-mini,v6,64,67.0,57.0,61.0,58.0,100.0,143495,13381,08c6bbea-2099-4dc3-a123-d1c5af8a14b8,adhoc
W6gbWvvovB,full_mini,0,gpt-5.4-mini,v6,67,58.0,74.0,69.0,68.0,88.0,166511,14089,716e754e-2a7e-49a3-86ab-f2865ab46871,adhoc
Ntr3O8mpEX,full_mini,0,gpt-5.4-mini,v6,56,61.0,64.0,43.0,67.0,72.0,138601,12400,d803ba49-a1a3-450f-985b-c2c2d247f4d0,adhoc
14f18NoEqO,full_mini,0,gpt-5.4-mini,v6,72,71.0,73.0,68.0,77.0,100.0,132004,12431,ba7eac0e-1603-4e29-a1cb-0ec88b070afe,adhoc
WR2RPLKPR8,full_mini,0,gpt-5.4-mini,v6,60,66.0,55.0,57.0,50.0,72.0,240845,13671,bd4d8eff-48c3-4864-ab7e-e1adb3166de1,adhoc
VpsqfCac2B,full_mini,0,gpt-5.4-mini,v6,67,71.0,66.0,60.0,78.0,72.0,214188,12862,91bc1aeb-8d34-4687-8ebf-bbea54e1e301,adhoc
XG8wZ31oUE,full_mini,0,gpt-5.4-mini,v6,72,72.0,77.0,62.0,83.0,100.0,165069,17679,f2461680-c8a9-4ac3-83e6-19c83c878166,adhoc
Xn6EnJZghu,full_mini,0,gpt-5.4-mini,v6,69,71.0,67.0,64.0,74.0,88.0,161614,17849,27572781-5fdc-4154-b53d-4a48f14fdc1d,adhoc
88ZLp7xYxw,full_mini,0,gpt-5.4-mini,v6,68,72.0,70.0,60.0,76.0,72.0,148705,14640,4a5c8967-1a75-401a-8453-bcebe4b03132,adhoc
Dl1S4EvFwh,full_mini,0,gpt-5.4-mini,v6,68,60.0,73.0,67.0,83.0,92.0,328453,13024,84e6d71d-3f14-4058-8efb-41952a5b99dc,adhoc
mhJ9jO7ue8,full_mini,0,gpt-5.4-mini,v6,72,70.0,76.0,69.0,72.0,88.0,146166,12954,6266513f-fdff-454a-be1c-6dd584098459,adhoc
qNlTH4kYJZ,full_mini,0,gpt-5.4-mini,v6,71,66.0,75.0,71.0,73.0,100.0,264860,13764,70534efb-ef96-45fa-a67f-b598c8fb24ac,adhoc
ZBpFEtLw3H,full_mini,0,gpt-5.4-mini,v6,56,57.0,63.0,42.0,73.0,100.0,137266,12861,abf156b8-c7c6-4a26-8e7e-aacc61141ea5,adhoc
Hf7jMztvve,full_mini,0,gpt-5.4-mini,v6,49,56.0,49.0,37.0,54.0,88.0,325909,13783,5476edaa-caa9-4b20-8802-03db6ee825ef,adhoc
EcygLrP7je,full_mini,0,gpt-5.4-mini,v6,66,67.0,66.0,58.0,73.0,100.0,150528,16501,fe357288-e8be-41fb-86e7-c19f607bd810,adhoc
yV1Cqypc1A,full_mini,0,gpt-5.4-mini,v6,75,64.0,73.0,83.0,75.0,100.0,173962,20058,9292d554-4d86-4fa5-b3b7-f269f928ef41,adhoc
2eAGrunxVz,full_mini,0,gpt-5.4-mini,v6,72,68.0,74.0,72.0,73.0,100.0,213097,14025,ff85eafc-d2e9-40c9-9b78-826aeff38016,adhoc
pelxC06W8U,full_mini,0,gpt-5.4-mini,v6,71,74.0,82.0,56.0,77.0,100.0,106693,12309,a13f1ec3-12dc-45a4-a44e-3397575cbc9f,adhoc
ea1U1MgbdT,full_mini,0,gpt-5.4-mini,v6,68,70.0,68.0,62.0,73.0,100.0,115608,13418,02f5083d-2fca-4ca9-8a18-3428e169e97b,adhoc
RQaJrHGBAU,full_mini,0,gpt-5.4-mini,v6,73,70.0,74.0,72.0,78.0,84.0,362113,15753,8691901d-958f-4ed6-a393-6722a9ed0698,adhoc
X1qSwfzPo1,full_mini,0,gpt-5.4-mini,v6,65,64.0,67.0,59.0,73.0,100.0,164924,14970,a1f37856-2ec4-474a-a807-293ca1c9ddef,adhoc
EI0nWt5c8z,full_mini,0,gpt-5.4-mini,v6,68,76.0,75.0,55.0,61.0,100.0,453516,13258,9a63f8b7-b399-48db-bf0b-aebb2324dc36,adhoc
rkthPeHvAX,full_mini,0,gpt-5.4-mini,v6,67,67.0,72.0,58.0,73.0,100.0,220864,12309,58c929d0-ac18-4f5e-a93a-2da92047982e,adhoc
I3dPEvbp8o,full_mini,0,gpt-5.4-mini,v6,70,60.0,72.0,71.0,84.0,100.0,205119,13414,dad3f451-309d-410f-93b7-74643ef8d558,adhoc
gr8tcWhYSx,full_mini,0,gpt-5.4-mini,v6,70,63.0,73.0,72.0,68.0,100.0,181215,10290,907509b6-4487-4f13-a129-e639bde7bd39,adhoc
s344pGE2JA,full_mini,0,gpt-5.4-mini,v6,63,60.0,59.0,62.0,67.0,96.0,174611,15765,02de21f3-bb70-4376-a979-18b8b3842641,adhoc
z5Mn8Rxi3l,full_mini,0,gpt-5.4-mini,v6,70,61.0,78.0,68.0,82.0,100.0,139835,15610,02275050-a474-40ed-9012-3b2788e69bb7,adhoc
HBm3MFtszH,full_mini,0,gpt-5.4-mini,v6,70,60.0,76.0,72.0,80.0,100.0,157246,11640,ccfb0b6a-296a-4356-98af-b2c625384147,adhoc
8dWiSr6G4q,full_mini,0,gpt-5.4-mini,v6,61,60.0,64.0,58.0,56.0,100.0,179165,18669,5a0dd132-d6f3-40a2-89c5-a4e6f24e43e6,adhoc
FbssShlI4N,full_mini,0,gpt-5.4-mini,v6,70,72.0,71.0,61.0,77.0,100.0,231457,12829,81c12a26-03dd-4283-b6f6-d4fe784349e1,adhoc
LYa2l6mBTe,full_mini,0,gpt-5.4-mini,v6,67,67.0,68.0,62.0,74.0,88.0,190274,14729,d337048a-de9d-4249-8f0e-cd5888cddd41,adhoc
lg6H2oJPky,full_mini,0,gpt-5.4-mini,v6,71,74.0,77.0,61.0,70.0,96.0,377037,15418,14951016-7afb-4838-96d0-89ae22440391,adhoc
8hkf29PXCn,full_mini,0,gpt-5.4-mini,v6,66,60.0,68.0,65.0,78.0,100.0,153370,11647,189d5fc9-cec2-4495-96d7-b9fb591efda1,adhoc
D1TtfDgJsW,full_mini,0,gpt-5.4-mini,v6,63,66.0,62.0,59.0,68.0,68.0,117474,11872,6b8f2bff-4f55-448e-b35c-3d5055b336ed,adhoc
Wt6K1uoMPQ,full_mini,0,gpt-5.4-mini,v6,64,58.0,67.0,61.0,74.0,100.0,145069,11898,80af38d5-18af-4b7f-938d-e8a87114a12a,adhoc
JEGDp1E4OH,full_mini,0,gpt-5.4-mini,v6,75,78.0,74.0,67.0,86.0,88.0,319225,18732,1e768a5f-ab3f-4ce7-9d13-ff070604b3a3,adhoc
MgUtdOdTwZ,full_mini,0,gpt-5.4-mini,v6,64,62.0,67.0,61.0,68.0,88.0,184367,15823,a79bca99-803f-4c7c-9a26-4d9aa024e889,adhoc
57Ew3NKsQK,full_mini,0,gpt-5.4-mini,v6,45,54.0,31.0,42.0,41.0,72.0,134718,12745,3219cc07-a9eb-49ee-9283-fdcac970f243,adhoc
uUq0gemhnv,full_mini,0,gpt-5.4-mini,v6,63,61.0,65.0,58.0,73.0,100.0,123649,13013,0e9443a3-c43a-4f58-93c9-80e2b476541f,adhoc
E1dANKwo4I,full_mini,0,gpt-5.4-mini,v6,78,77.0,80.0,74.0,83.0,100.0,181849,15284,a60355b6-38af-4214-9af7-71d85ad2ea9b,adhoc
CyXPiK5JLy,full_mini,0,gpt-5.4-mini,v6,70,73.0,71.0,68.0,64.0,60.0,173622,13855,2daf745a-f71f-4dd0-aed3-d743a0f74462,adhoc
6XEXDNUlxl,full_mini,0,gpt-5.4-mini,v6,75,76.0,72.0,74.0,73.0,88.0,127386,11754,49fd7ef6-5d3d-4467-a44b-8754ef916a1b,adhoc
xe67yPwL7W,full_mini,0,gpt-5.4-mini,v6,71,72.0,66.0,68.0,72.0,100.0,93542,9812,845a0ad7-aa6a-4325-bb30-d9fa67dd7d81,adhoc
isoLHssNcU,full_mini,0,gpt-5.4-mini,v6,66,56.0,74.0,68.0,73.0,88.0,340260,12766,f3ba94a2-118c-411a-bfc3-7ee4c71f37bb,adhoc
mIeKe74W43,full_mini,0,gpt-5.4-mini,v6,69,71.0,67.0,66.0,73.0,84.0,217258,13465,a941e0f6-2d95-46ef-a7f2-382fd3432337,adhoc
yBpzF8hp3J,full_mini,0,gpt-5.4-mini,v6,71,62.0,79.0,69.0,83.0,100.0,142005,15467,08116fbf-f0a0-4faa-8df6-7bfd50835535,adhoc
